Date,VNQ
2019-01-02,57.16998291015625
2019-01-03,57.56967926025391
2019-01-04,58.2436408996582
2019-01-07,58.81574630737305
2019-01-08,60.03043365478516
2019-01-09,59.9442253112793
2019-01-10,60.75929260253906
2019-01-11,60.93168258666992
2019-01-14,60.727909088134766
2019-01-15,61.30784225463867
2019-01-16,61.7388801574707
2019-01-17,62.03668212890625
2019-01-18,62.24826431274414
2019-01-22,62.060203552246094
2019-01-23,62.06803512573242
2019-01-24,62.27962875366211
2019-01-25,63.05547332763672
2019-01-28,63.67459487915039
2019-01-29,64.1761245727539
2019-01-30,64.69338989257812
2019-01-31,65.36734771728516
2019-02-01,64.95199584960938
2019-02-04,65.43785858154297
2019-02-05,65.81404876708984
2019-02-06,65.38304138183594
2019-02-07,65.92377471923828
2019-02-08,65.92377471923828
2019-02-11,66.10403442382812
2019-02-12,65.68865203857422
2019-02-13,66.02566528320312
2019-02-14,66.23725128173828
2019-02-15,66.6839599609375
2019-02-19,66.66827392578125
2019-02-20,66.25291442871094
2019-02-21,66.31561279296875
2019-02-22,66.70745086669922
2019-02-25,66.18238067626953
2019-02-26,65.9786376953125
2019-02-27,65.64946746826172
2019-02-28,65.8218765258789
2019-03-01,65.6181411743164
2019-03-04,65.91594696044922
2019-03-05,66.09618377685547
2019-03-06,65.79054260253906
2019-03-07,65.64946746826172
2019-03-08,65.7199935913086
2019-03-11,66.6839599609375
2019-03-12,66.98956298828125
2019-03-13,67.31871795654297
2019-03-14,67.42059326171875
2019-03-15,67.2090072631836
2019-03-18,66.87202453613281
2019-03-19,66.66827392578125
2019-03-20,66.87202453613281
2019-03-21,68.06324005126953
2019-03-22,67.56951141357422
2019-03-25,67.65573120117188
2019-03-26,68.19645690917969
2019-03-27,68.00054931640625
2019-03-28,68.66036224365234
2019-03-29,68.59725952148438
2019-04-01,68.55778503417969
2019-04-02,69.03923797607422
2019-04-03,68.96033477783203
2019-04-04,68.84982299804688
2019-04-05,69.3312759399414
2019-04-08,68.94451904296875
2019-04-09,68.58145141601562
2019-04-10,69.212890625
2019-04-11,69.16552734375
2019-04-12,69.49703216552734
2019-04-15,69.14186096191406
2019-04-16,67.57906341552734
2019-04-17,66.96340942382812
2019-04-18,67.47644805908203
2019-04-22,66.7345199584961
2019-04-23,67.61851501464844
2019-04-24,68.11576843261719
2019-04-25,67.97370147705078
2019-04-26,68.51041412353516
2019-04-29,67.83952331542969
2019-04-30,68.48674774169922
2019-05-01,68.54197692871094
2019-05-02,68.61300659179688
2019-05-03,69.19708251953125
2019-05-06,68.97608184814453
2019-05-07,67.72901916503906
2019-05-08,67.65797424316406
2019-05-09,67.8316421508789
2019-05-10,68.55778503417969
2019-05-13,68.48674774169922
2019-05-14,68.73931884765625
2019-05-15,69.20500183105469
2019-05-16,69.48125457763672
2019-05-17,69.34708404541016
2019-05-20,68.34466552734375
2019-05-21,68.92874145507812
2019-05-22,69.13395690917969
2019-05-23,69.29180908203125
2019-05-24,69.50493621826172
2019-05-28,68.81825256347656
2019-05-29,67.90265655517578
2019-05-30,68.18680572509766
2019-05-31,68.58145141601562
2019-06-03,68.74720764160156
2019-06-04,68.43937683105469
2019-06-05,69.86800384521484
2019-06-06,70.00218963623047
2019-06-07,70.26263427734375
2019-06-10,70.03374481201172
2019-06-11,70.22317504882812
2019-06-12,70.45996856689453
2019-06-13,70.7599105834961
2019-06-14,70.79934692382812
2019-06-17,71.55709838867188
2019-06-18,71.48603820800781
2019-06-19,71.87278747558594
2019-06-20,72.23587799072266
2019-06-21,71.21768188476562
2019-06-24,70.97299194335938
2019-06-25,69.92324829101562
2019-06-26,68.52619171142578
2019-06-27,69.40835571289062
2019-06-28,69.64742279052734
2019-07-01,69.61555480957031
2019-07-02,70.82678985595703
2019-07-03,71.6715087890625
2019-07-05,71.41649627685547
2019-07-08,71.6715087890625
2019-07-09,71.91056823730469
2019-07-10,72.324951171875
2019-07-11,71.38463592529297
2019-07-12,71.28899383544922
2019-07-15,71.23320770263672
2019-07-16,71.06586456298828
2019-07-17,70.82678985595703
2019-07-18,70.82678985595703
2019-07-19,69.67133331298828
2019-07-22,69.60755920410156
2019-07-23,70.39649200439453
2019-07-24,70.45227813720703
2019-07-25,70.03787994384766
2019-07-26,70.35665130615234
2019-07-29,70.54788970947266
2019-07-30,71.11368560791016
2019-07-31,70.83477020263672
2019-08-01,70.83477020263672
2019-08-02,71.17744445800781
2019-08-05,69.77490997314453
2019-08-06,70.54788970947266
2019-08-07,71.23320770263672
2019-08-08,72.48431396484375
2019-08-09,72.39665985107422
2019-08-12,72.20539855957031
2019-08-13,72.30900573730469
2019-08-14,71.20929718017578
2019-08-15,71.91854095458984
2019-08-16,72.65961456298828
2019-08-19,73.18558502197266
2019-08-20,72.66758728027344
2019-08-21,72.97040557861328
2019-08-22,73.30510711669922
2019-08-23,72.2771224975586
2019-08-26,72.8349609375
2019-08-27,72.62775421142578
2019-08-28,72.86681365966797
2019-08-29,73.43260192871094
2019-08-30,73.48838806152344
2019-09-03,74.22152709960938
2019-09-04,74.84307098388672
2019-09-05,74.30120086669922
2019-09-06,74.46855926513672
2019-09-09,74.10993957519531
2019-09-10,73.344970703125
2019-09-11,73.42463684082031
2019-09-12,73.81510925292969
2019-09-13,73.02619171142578
2019-09-16,73.6636962890625
2019-09-17,74.4605941772461
2019-09-18,74.20558166503906
2019-09-19,74.46855926513672
2019-09-20,74.46855926513672
2019-09-23,74.58808135986328
2019-09-24,74.42262268066406
2019-09-25,74.56719207763672
2019-09-26,75.1937484741211
2019-09-27,74.77605438232422
2019-09-30,74.90455627441406
2019-10-01,74.19770050048828
2019-10-02,73.88441467285156
2019-10-03,74.59934997558594
2019-10-04,75.04915618896484
2019-10-07,74.88849639892578
2019-10-08,74.4948959350586
2019-10-09,74.63949584960938
2019-10-10,74.75996398925781
2019-10-11,74.72785949707031
2019-10-14,74.75996398925781
2019-10-15,74.85639190673828
2019-10-16,74.8644027709961
2019-10-17,75.35438537597656
2019-10-18,75.9327621459961
2019-10-21,76.5111083984375
2019-10-22,76.28617858886719
2019-10-23,76.45487213134766
2019-10-24,76.2621078491211
2019-10-25,75.61144256591797
2019-10-28,75.15357971191406
2019-10-29,75.61144256591797
2019-10-30,75.88455963134766
2019-10-31,75.74800109863281
2019-11-01,75.73192596435547
2019-11-04,75.20177459716797
2019-11-05,73.92457580566406
2019-11-06,74.08523559570312
2019-11-07,73.34624481201172
2019-11-08,73.16950225830078
2019-11-11,73.3301773071289
2019-11-12,72.77591705322266
2019-11-13,73.44261169433594
2019-11-14,74.01293182373047
2019-11-15,74.41458129882812
2019-11-18,74.77605438232422
2019-11-19,74.90455627441406
2019-11-20,74.8644027709961
2019-11-21,73.8121109008789
2019-11-22,73.53900146484375
2019-11-25,73.77195739746094
2019-11-26,74.751953125
2019-11-27,75.10539245605469
2019-11-29,74.75996398925781
2019-12-02,73.62738800048828
2019-12-03,74.1012954711914
2019-12-04,74.40653991699219
2019-12-05,74.44670867919922
2019-12-06,74.59934997558594
2019-12-09,74.7439193725586
2019-12-10,74.31016540527344
2019-12-11,73.55508422851562
2019-12-12,72.55901336669922
2019-12-13,72.57511138916016
2019-12-16,73.09722900390625
2019-12-17,72.40641021728516
2019-12-18,73.28892517089844
2019-12-19,73.93843841552734
2019-12-20,74.34437561035156
2019-12-23,73.9709243774414
2019-12-24,74.16576385498047
2019-12-26,74.49051666259766
2019-12-27,74.72598266601562
2019-12-30,74.7990493774414
2019-12-31,75.33487701416016
2020-01-02,74.4499282836914
2020-01-03,74.9126968383789
2020-01-06,75.00200653076172
2020-01-07,74.16576385498047
2020-01-08,74.39308166503906
2020-01-09,74.35250854492188
2020-01-10,74.92083740234375
2020-01-13,75.82201385498047
2020-01-14,75.53785705566406
2020-01-15,76.21984100341797
2020-01-16,76.82874298095703
2020-01-17,76.90182495117188
2020-01-21,77.63251495361328
2020-01-22,77.1129150390625
2020-01-23,77.76240539550781
2020-01-24,77.4945068359375
2020-01-27,77.12104034423828
2020-01-28,77.42955780029297
2020-01-29,77.14537811279297
2020-01-30,77.20222473144531
2020-01-31,76.26043701171875
2020-02-03,76.51211547851562
2020-02-04,77.2996597290039
2020-02-05,77.34835815429688
2020-02-06,77.608154296875
2020-02-07,77.5919418334961
2020-02-10,78.46063995361328
2020-02-11,79.05333709716797
2020-02-12,79.52420043945312
2020-02-13,80.00322723388672
2020-02-14,80.83134460449219
2020-02-18,80.74202728271484
2020-02-19,79.65412139892578
2020-02-20,80.6040267944336
2020-02-21,80.83946990966797
2020-02-24,79.73530578613281
2020-02-25,77.57569122314453
2020-02-26,76.73944854736328
2020-02-27,72.65567016601562
2020-02-28,70.9019775390625
2020-03-02,73.93030548095703
2020-03-03,73.75982666015625
2020-03-04,76.54458618164062
2020-03-05,74.90457916259766
2020-03-06,73.61368560791016
2020-03-09,67.9385986328125
2020-03-10,70.80892944335938
2020-03-11,66.55416870117188
2020-03-12,59.81202697753906
2020-03-13,65.03228759765625
2020-03-16,53.5035285949707
2020-03-17,56.59639739990234
2020-03-18,51.21250915527344
2020-03-19,51.392520904541016
2020-03-20,48.83148956298828
2020-03-23,46.56500625610352
2020-03-24,50.75429916381836
2020-03-25,53.48717498779297
2020-03-26,57.25917434692383
2020-03-27,57.31644821166992
2020-03-30,58.568321228027344
2020-03-31,57.152793884277344
2020-04-01,53.39717102050781
2020-04-02,53.577178955078125
2020-04-03,52.79986572265625
2020-04-06,56.71095657348633
2020-04-07,57.23461532592773
2020-04-08,61.1375732421875
2020-04-09,64.56588745117188
2020-04-13,61.84939193725586
2020-04-14,63.58403396606445
2020-04-15,61.063907623291016
2020-04-16,60.368412017822266
2020-04-17,62.27488327026367
2020-04-20,59.95930480957031
2020-04-21,58.87106704711914
2020-04-22,59.771114349365234
2020-04-23,59.27198791503906
2020-04-24,59.52564239501953
2020-04-27,61.56301498413086
2020-04-28,62.07032775878906
2020-04-29,63.00308609008789
2020-04-30,62.27488327026367
2020-05-01,60.17204284667969
2020-05-04,59.87747573852539
2020-05-05,60.17204284667969
2020-05-06,59.091983795166016
2020-05-07,59.93473434448242
2020-05-08,61.35845184326172
2020-05-11,60.46660232543945
2020-05-12,57.71736907958984
2020-05-13,56.31822204589844
2020-05-14,56.514591217041016
2020-05-15,56.29367446899414
2020-05-18,59.62384796142578
2020-05-19,58.82197189331055
2020-05-20,59.34564208984375
2020-05-21,59.39473342895508
2020-05-22,60.19659423828125
2020-05-26,62.44670104980469
2020-05-27,63.690391540527344
2020-05-28,63.993141174316406
2020-05-29,63.35491561889648
2020-06-01,64.81954193115234
2020-06-02,65.34319305419922
2020-06-03,67.43785095214844
2020-06-04,66.76690673828125
2020-06-05,69.29521942138672
2020-06-08,71.01347351074219
2020-06-09,69.83524322509766
2020-06-10,68.05973052978516
2020-06-11,63.690391540527344
2020-06-12,65.97321319580078
2020-06-15,66.906005859375
2020-06-16,68.22333526611328
2020-06-17,67.23328399658203
2020-06-18,66.49689483642578
2020-06-19,65.53138732910156
2020-06-22,65.4659423828125
2020-06-23,65.19593048095703
2020-06-24,63.33856201171875
2020-06-25,64.14751434326172
2020-06-26,62.91630935668945
2020-06-29,64.13099670410156
2020-06-30,64.89122009277344
2020-07-01,66.38685607910156
2020-07-02,66.19681549072266
2020-07-06,66.16375732421875
2020-07-07,64.84990692138672
2020-07-08,64.75900268554688
2020-07-09,64.35411834716797
2020-07-10,64.55243682861328
2020-07-13,63.7839469909668
2020-07-14,64.32106018066406
2020-07-15,64.94906616210938
2020-07-16,64.17232513427734
2020-07-17,65.00690460205078
2020-07-20,64.23016357421875
2020-07-21,64.38716888427734
2020-07-22,65.37049102783203
2020-07-23,65.09780883789062
2020-07-24,64.6185302734375
2020-07-27,65.23001098632812
2020-07-28,66.52735137939453
2020-07-29,67.81642150878906
2020-07-30,67.37847137451172
2020-07-31,67.2545166015625
2020-08-03,66.36209106445312
2020-08-04,67.35369110107422
2020-08-05,67.014892578125
2020-08-06,67.12230682373047
2020-08-07,68.08082580566406
2020-08-10,68.1882553100586
2020-08-11,67.20491790771484
2020-08-12,67.88250732421875
2020-08-13,67.04792785644531
2020-08-14,67.05619812011719
2020-08-17,67.60157012939453
2020-08-18,67.27931213378906
2020-08-19,66.09765625
2020-08-20,66.72565460205078
2020-08-21,66.83309936523438
2020-08-24,67.26275634765625
2020-08-25,67.43629455566406
2020-08-26,66.81656646728516
2020-08-27,67.79988861083984
2020-08-28,68.24610137939453
2020-08-31,67.55199432373047
2020-09-01,67.60157012939453
2020-09-02,68.85759735107422
2020-09-03,68.03125
2020-09-04,67.67594909667969
2020-09-08,66.84960174560547
2020-09-09,67.51067352294922
2020-09-10,66.68435668945312
2020-09-11,66.31248474121094
2020-09-14,67.93209838867188
2020-09-15,68.7501449584961
2020-09-16,69.1137466430664
2020-09-17,67.7668228149414
2020-09-18,66.23814392089844
2020-09-21,64.2466812133789
2020-09-22,65.01516723632812
2020-09-23,63.05678939819336
2020-09-24,63.39558029174805
2020-09-25,64.70294189453125
2020-09-28,66.02700805664062
2020-09-29,65.5523452758789
2020-09-30,65.75218200683594
2020-10-01,67.06790161132812
2020-10-02,68.22538757324219
2020-10-05,68.61677551269531
2020-10-06,68.16709899902344
2020-10-07,68.26703643798828
2020-10-08,69.40787506103516
2020-10-09,69.13306427001953
2020-10-12,69.45784759521484
2020-10-13,68.26703643798828
2020-10-14,67.43431091308594
2020-10-15,67.7840347290039
2020-10-16,67.30106353759766
2020-10-19,66.2518310546875
2020-10-20,66.72648620605469
2020-10-21,66.52661895751953
2020-10-22,66.51829528808594
2020-10-23,66.91800689697266
2020-10-26,65.96036529541016
2020-10-27,64.90283203125
2020-10-28,63.35394287109375
2020-10-29,64.20330810546875
2020-10-30,63.778621673583984
2020-11-02,65.30252838134766
2020-11-03,66.55994415283203
2020-11-04,66.67652130126953
2020-11-05,66.99297332763672
2020-11-06,66.53496551513672
2020-11-09,68.89157104492188
2020-11-10,69.89918518066406
2020-11-11,70.16565704345703
2020-11-12,69.2496566772461
2020-11-13,71.09830474853516
2020-11-16,71.8977279663086
2020-11-17,71.96436309814453
2020-11-18,70.56536102294922
2020-11-19,70.84015655517578
2020-11-20,70.45710754394531
2020-11-23,70.59033966064453
2020-11-24,70.96507263183594
2020-11-25,71.00670623779297
2020-11-27,70.69027709960938
2020-11-30,69.94915771484375
2020-12-01,70.8484878540039
2020-12-02,70.29056549072266
2020-12-03,70.88179779052734
2020-12-04,71.96436309814453
2020-12-07,71.33980560302734
2020-12-08,71.0899887084961
2020-12-09,70.64862823486328
2020-12-10,70.34051513671875
2020-12-11,70.27389526367188
2020-12-14,69.96580505371094
2020-12-15,71.3980941772461
2020-12-16,71.48137664794922
2020-12-17,72.17253112792969
2020-12-18,70.72357940673828
2020-12-21,70.32386016845703
2020-12-22,70.815185546875
2020-12-23,70.3572006225586
2020-12-24,70.97315979003906
2020-12-28,71.396240234375
2020-12-29,70.78703308105469
2020-12-30,71.17623901367188
2020-12-31,71.8615951538086
2021-01-04,69.52628326416016
2021-01-05,69.62781524658203
2021-01-06,69.74629211425781
2021-01-07,69.61090087890625
2021-01-08,70.28780364990234
2021-01-11,69.35707092285156
2021-01-12,69.51780700683594
2021-01-13,70.36394500732422
2021-01-14,70.7785415649414
2021-01-15,71.59082794189453
2021-01-19,71.38776397705078
2021-01-20,72.75001525878906
2021-01-21,72.40312957763672
2021-01-22,72.57234191894531
2021-01-25,73.12232971191406
2021-01-26,73.63844299316406
2021-01-27,72.33543395996094
2021-01-28,72.7246322631836
2021-01-29,71.88697814941406
2021-02-01,73.5284652709961
2021-02-02,73.96846771240234
2021-02-03,73.78229522705078
2021-02-04,74.28997802734375
2021-02-05,74.55228424072266
2021-02-08,74.95842742919922
2021-02-09,75.22071075439453
2021-02-10,75.62686920166016
2021-02-11,75.78762817382812
2021-02-12,75.80455017089844
2021-02-16,75.22071075439453
2021-02-17,75.12763977050781
2021-02-18,74.8061294555664
2021-02-19,75.23763275146484
2021-02-22,75.8637924194336
2021-02-23,76.33760833740234
2021-02-24,76.92144775390625
2021-02-25,75.44916534423828
2021-02-26,74.3492202758789
2021-03-01,74.67921447753906
2021-03-02,73.96000671386719
2021-03-03,73.53693389892578
2021-03-04,72.69925689697266
2021-03-05,73.49462127685547
2021-03-08,74.12921142578125
2021-03-09,74.61998748779297
2021-03-10,75.36456298828125
2021-03-11,76.24453735351562
2021-03-12,77.5221939086914
2021-03-15,78.67293548583984
2021-03-16,78.35137939453125
2021-03-17,78.41909790039062
2021-03-18,77.62373352050781
2021-03-19,76.56607818603516
2021-03-22,77.10758209228516
2021-03-23,76.99761199951172
2021-03-24,76.56607818603516
2021-03-25,77.34564208984375
2021-03-26,79.01375579833984
2021-03-29,78.5541763305664
2021-03-30,78.65629577636719
2021-03-31,78.17970275878906
2021-04-01,79.60098266601562
2021-04-05,79.90739440917969
2021-04-06,80.11164093017578
2021-04-07,80.17122650146484
2021-04-08,79.87334442138672
2021-04-09,79.77973937988281
2021-04-12,80.24781799316406
2021-04-13,80.6478271484375
2021-04-14,80.2222900390625
2021-04-15,81.6265640258789
2021-04-16,81.80529022216797
2021-04-19,81.96698760986328
2021-04-20,82.63934326171875
2021-04-21,83.18401336669922
2021-04-22,82.73295593261719
2021-04-23,83.21808624267578
2021-04-26,83.46489715576172
2021-04-27,83.45636749267578
2021-04-28,83.27763366699219
2021-04-29,83.99254608154297
2021-04-30,84.32447052001953
2021-05-03,84.16278076171875
2021-05-04,83.61808013916016
2021-05-05,82.23081970214844
2021-05-06,82.69041442871094
2021-05-07,83.77976989746094
2021-05-10,83.75423431396484
2021-05-11,82.69890594482422
2021-05-12,80.60527038574219
2021-05-13,81.65209197998047
2021-05-14,82.62232208251953
2021-05-17,82.70742797851562
2021-05-18,82.72444152832031
2021-05-19,82.46060943603516
2021-05-20,83.38829040527344
2021-05-21,83.30316925048828
2021-05-24,84.34146881103516
2021-05-25,84.31595611572266
2021-05-26,84.6904296875
2021-05-27,84.49466705322266
2021-05-28,85.00533294677734
2021-06-01,86.5372543334961
2021-06-02,87.550048828125
2021-06-03,87.22661590576172
2021-06-04,87.26917266845703
2021-06-07,88.29898071289062
2021-06-08,89.03089904785156
2021-06-09,89.15005493164062
2021-06-10,89.78836822509766
2021-06-11,89.43091583251953
2021-06-14,89.77986145019531
2021-06-15,88.81813049316406
2021-06-16,88.23941802978516
2021-06-17,88.1287612915039
2021-06-18,86.6308822631836
2021-06-21,88.41813659667969
2021-06-22,87.95854187011719
2021-06-23,87.80535888671875
2021-06-24,87.61593627929688
2021-06-25,88.20735931396484
2021-06-28,87.95021057128906
2021-06-29,87.71021270751953
2021-06-30,87.24736785888672
2021-07-01,87.6244888305664
2021-07-02,87.89021301269531
2021-07-06,88.53307342529297
2021-07-07,88.84163665771484
2021-07-08,88.59306335449219
2021-07-09,90.05018615722656
2021-07-12,90.82160949707033
2021-07-13,89.55305480957031
2021-07-14,90.1787567138672
2021-07-15,90.324462890625
2021-07-16,90.26445770263672
2021-07-19,88.61876678466797
2021-07-20,90.7101821899414
2021-07-21,90.70159912109376
2021-07-22,89.98161315917969
2021-07-23,90.7273178100586
2021-07-26,90.77018737792967
2021-07-27,91.28445434570312
2021-07-28,90.96731567382812
2021-07-29,90.9844741821289
2021-07-30,91.10446166992188
2021-08-02,90.90731811523438
2021-08-03,91.01873779296876
2021-08-04,90.73590087890624
2021-08-05,91.79872131347656
2021-08-06,91.63587951660156
2021-08-09,91.14730072021484
2021-08-10,90.2816162109375
2021-08-11,90.81302642822266
2021-08-12,91.01017761230467
2021-08-13,91.5073013305664
2021-08-16,91.39588928222656
2021-08-17,91.30159759521484
2021-08-18,90.47018432617188
2021-08-19,90.90731811523438
2021-08-20,91.36157989501952
2021-08-23,91.19017028808594
2021-08-24,90.7873306274414
2021-08-25,90.7273178100586
2021-08-26,90.76160430908205
2021-08-27,91.71302032470705
2021-08-30,92.6301498413086
2021-08-31,93.06727600097656
2021-09-01,94.55867767333984
2021-09-02,95.05582427978516
2021-09-03,95.0729751586914
2021-09-07,94.00154876708984
2021-09-08,94.47298431396484
2021-09-09,92.55301666259766
2021-09-10,91.1987533569336
2021-09-13,91.81587982177734
2021-09-14,91.65302276611328
2021-09-15,91.94445037841795
2021-09-16,92.02159118652344
2021-09-17,91.1987533569336
2021-09-20,90.64159393310548
2021-09-21,90.6844711303711
2021-09-22,91.56729888916016
2021-09-23,91.3873062133789
2021-09-24,90.41014862060548
2021-09-27,89.19410705566406
2021-09-28,88.59040832519531
2021-09-29,89.25450134277344
2021-09-30,87.77969360351562
2021-10-01,89.0216293334961
2021-10-04,89.03886413574219
2021-10-05,88.42654418945312
2021-10-06,89.27172088623047
2021-10-07,89.51321411132812
2021-10-08,88.66801452636719
2021-10-11,88.89225006103516
2021-10-12,90.0565414428711
2021-10-13,90.71199798583984
2021-10-14,91.8159408569336
2021-10-15,91.7469482421875
2021-10-18,91.97981262207033
2021-10-19,92.02294921875
2021-10-20,93.47183227539062
2021-10-21,93.60121154785156
2021-10-22,94.0410614013672
2021-10-25,94.34291076660156
2021-10-26,94.60164642333984
2021-10-27,93.79956817626952
2021-10-28,95.11048126220705
2021-10-29,94.0410614013672
2021-11-01,94.50675964355467
2021-11-02,94.95523834228516
2021-11-03,95.27436065673828
2021-11-04,94.36876678466795
2021-11-05,94.85173797607422
2021-11-08,94.77413177490234
2021-11-09,94.93799591064452
2021-11-10,94.49815368652344
2021-11-11,94.65338134765624
2021-11-12,94.58438873291016
2021-11-15,95.2484893798828
2021-11-16,94.61890411376952
2021-11-17,94.91211700439452
2021-11-18,94.92936706542967
2021-11-19,94.36876678466795
2021-11-22,93.90306854248048
2021-11-23,94.6620101928711
2021-11-24,95.80905151367188
2021-11-26,93.14411163330078
2021-11-29,93.83406066894533
2021-11-30,92.05743408203124
2021-12-01,90.53953552246094
2021-12-02,93.25621795654295
2021-12-03,92.94574737548828
2021-12-06,94.57577514648438
2021-12-07,95.93843841552734
2021-12-08,96.62838745117188
2021-12-09,95.23121643066406
2021-12-10,95.5244598388672
2021-12-13,96.42140197753906
2021-12-14,95.18810272216795
2021-12-15,96.52489471435548
2021-12-16,96.49038696289062
2021-12-17,96.3696517944336
2021-12-20,95.61933135986328
2021-12-21,96.69739532470705
2021-12-22,97.68919372558594
2021-12-23,97.58570098876952
2021-12-27,99.24236297607422
2021-12-28,99.60798645019533
2021-12-29,100.27831268310548
2021-12-30,100.71356964111328
2021-12-31,100.99215698242188
2022-01-03,100.1999740600586
2022-01-04,100.07807159423828
2022-01-05,97.21398162841795
2022-01-06,97.301025390625
2022-01-07,96.6568374633789
2022-01-10,96.09967041015624
2022-01-11,96.24766540527344
2022-01-12,96.36085510253906
2022-01-13,96.1693344116211
2022-01-14,95.2987823486328
2022-01-18,94.29764556884766
2022-01-19,93.0266571044922
2022-01-20,91.8340072631836
2022-01-21,91.60765838623048
2022-01-24,91.7817611694336
2022-01-25,91.4161376953125
2022-01-26,89.98845672607422
2022-01-27,88.49980926513672
2022-01-28,91.36390686035156
2022-01-31,92.48690795898438
2022-02-01,92.15611267089844
2022-02-02,93.33135223388672
2022-02-03,92.3389129638672
2022-02-04,91.42483520507812
2022-02-07,91.29427337646484
2022-02-08,90.8676986694336
2022-02-09,92.92218780517578
2022-02-10,90.72840118408205
2022-02-11,89.90138244628906
2022-02-14,89.08306884765625
2022-02-15,89.88397216796875
2022-02-16,90.30184173583984
2022-02-17,89.34425354003906
2022-02-18,88.80450439453125
2022-02-22,88.48240661621094
2022-02-23,87.01988220214844
2022-02-24,88.48240661621094
2022-02-25,90.61522674560548
2022-02-28,89.2658920288086
2022-03-01,88.7957763671875
2022-03-02,90.45853424072266
2022-03-03,91.19849395751952
2022-03-04,91.61636352539062
2022-03-07,89.80562591552734
2022-03-08,89.37037658691406
2022-03-09,90.74581909179688
2022-03-10,90.97216796875
2022-03-11,90.24960327148438
2022-03-14,89.5444564819336
2022-03-15,90.1451416015625
2022-03-16,91.21590423583984
2022-03-17,92.62620544433594
2022-03-18,92.62620544433594
2022-03-21,92.06033325195312
2022-03-22,92.2953872680664
2022-03-23,91.25990295410156
2022-03-24,91.83759307861328
2022-03-25,92.98426818847656
2022-03-28,93.9733657836914
2022-03-29,96.7305908203125
2022-03-30,96.03035736083984
2022-03-31,94.85743713378906
2022-04-01,96.70433807373048
2022-04-04,96.23168182373048
2022-04-05,95.7589874267578
2022-04-06,96.89689636230467
2022-04-07,95.9340591430664
2022-04-08,96.09160614013672
2022-04-11,95.0587387084961
2022-04-12,94.91869354248048
2022-04-13,95.5926742553711
2022-04-14,95.18128967285156
2022-04-18,94.79615020751952
2022-04-19,96.86188507080078
2022-04-20,98.47245025634766
2022-04-21,97.78971099853516
2022-04-22,96.07410430908205
2022-04-25,95.82901763916016
